1.5,0.47949584389969
-1,0.531631619235465
-1,0.46236794402179
1,0.498268798722645
-1,0.442467150370996
-1,0.494906527660374
-1,0.495344134497981
0,0.453496665727435
0,0.455123649854419
0,0.645322766976613
0,0.503910459284305
0,0.465083450737297
1,0.421908847562694
1,0.489907109984033
0,0.461112665539589
1,0.471892213769137
2,0.462641847468771
0,0.495280736357659
0,0.437676429980276
0,0.488155489809336
0,0.423391354372124
0,0.453585884286653
-1,0.455697304404997
-2,0.406363083497699
0,0.44188872452334
-2.5,0.427345745280361
0,0.422819033530572
-2,0.439021625810087
0,0.423084413449798
0,0.397025492406035
-1,0.390110535141078
-1,0.366069143199686
2,0.408180952734521
0,0.424918038298529
0,0.429621945502436
1,0.3980077856452
1,0.385525697733112
1,0.374823316780731
1,0.402571790529205
1,0.408033634241048
0,0.388408387692725
0,0.38479300307734
0,0.394970353504691
1,0.462014779159558
0,0.389029154100856
-1,0.390974514296216
0,0.428917920889623
1,0.409078861842325
0,0.399076725090188
6,0.348382280645743
-3,0.388533074296537
0,0.411131682355145
0,0.392826725090188
0,0.414811676181234
-1,0.446500626120184
-2,0.400044154813712
-3,0.408201786071344
0,0.471575265924823
-1,0.45729458216414
-2,0.67393663975211
-3,0.429473794101029
0,0.491666101793337
-1,0.507677701304937
-2,0.464405635359846
0,0.478679444883655
0,0.440673950378161
1,0.452780116434327
0,0.442310946715157
-1,0.435798748912959
1,0.475786587740798
0,0.440437381391592
-1,0.398496905201116
0,0.441437381391592
-1,0.434484389938601
-1,0.419475129118898
-1,0.436789170632939
-2,0.418180257324026
-1,0.449254445358214
-1,0.38833233224434
1,0.402147399399407
0,0.437231324448717
-1,0.436264615047008
-1,0.529108886920173
-1,0.55441688447817
0,0.504913923619114
0,0.503202873558064
0,0.538745822276013
0,0.498602873558064
1,0.501561453439721
2,0.509369145747413
1,0.504720677903033
1,0.500574524056879
0,0.506550958733313
1,0.501809737732092
0,0.49360016508252
1,0.493364450796805
1,0.514759078391433
0,0.504365671798026
1,0.503618419050774
-2,0.524963657146012
1,0.510196721859076
1,0.494725561907917
-1,0.545971593653948
1.5,0.507082704765059
0,0.53624143492379
0,0.488182216364571
0,0.506448712091067
-2,0.521878891484323
0,0.499967487332919
-1,0.509096412851844
-0.5,0.492358317613749
1,0.481798476813524
-1,0.524709801599849
2,0.425025828871983
1,0.411057574903729
1,0.414930102376256
1,0.425143350239504
1,0.431556048652203
1,0.480117403963558
1,0.379403024326101
0,0.41979191321499
3,0.387722926646003
0,0.386147318493472
-0.5,0.543542617638771
1,0.392416549262703
2,0.424078637174791
1,0.372325279421433
0,0.410527660373814
0,0.397729829999061
0,0.430870855640086
-1,0.505753334272565
-1,0.442389237813469
-1,0.445459072978304
0,0.454050953320184
1,0.419764628533859
3,0.518128792148023
1,0.407225556494787
1,0.447874823894055
1,0.417000493096647
1,0.455970578566732
1.5,0.443861604207758
0,0.455972715318869
1,0.426365755611909
-1,0.44385763595379
1,0.426839320935475
0,0.459212336808491
2,0.440012397858552
2,0.428889381985536
0,0.469124729970884
2,0.416385413731568
2,0.400218747064901
-1.5,0.416275523621678
0,0.477886634732789
0,0.401406992580069
0,0.470018103691181
0,0.423415539588617
0,0.434780924204001
-4,0.427415539588617
-2,0.471957452803607
2,0.437359984033061
1.5,0.426939043862121
1,0.510849300272377
1,0.468910960834038
2,0.430123508969663
2,0.435679064525218
-2,0.414151286747441
